"rental_id","rental_date","customer_id","customer_name","city","country","film_id","film_title","category","length","store_id","staff_id","staff_name","payment_amount","payment_date","rental_duration"
1564,"2005-06-16 02:47:07",343,"Douglas Graf","Mexicali","Mexico",30,"Anything Savannah","Horror",82,1,1,"Mike Hillyer",6.99,"2007-02-16 01:15:33.996577",8
1879,"2005-06-17 02:57:34",343,"Douglas Graf","Mexicali","Mexico",868,"Superfly Trip","Travel",114,1,1,"Mike Hillyer",0.99,"2007-02-17 01:26:00.996577",1
1922,"2005-06-17 06:04:25",343,"Douglas Graf","Mexicali","Mexico",545,"Madness Attacks","Foreign",178,1,2,"Jon Stephens",0.99,"2007-02-17 04:32:51.996577",1
2461,"2005-06-18 19:58:12",343,"Douglas Graf","Mexicali","Mexico",16,"Alley Evolution","Foreign",180,1,2,"Jon Stephens",6.99,"2007-02-18 18:26:38.996577",9
2980,"2005-06-20 08:35:03",343,"Douglas Graf","Mexicali","Mexico",69,"Beverly Outlaw","Sci-Fi",85,1,2,"Jon Stephens",8.99,"2007-02-20 07:03:29.996577",8
3407,"2005-06-21 16:14:02",343,"Douglas Graf","Mexicali","Mexico",855,"Streak Ridgemont","Documentary",132,1,2,"Jon Stephens",0.99,"2007-02-21 14:42:28.996577",2
1341,"2005-06-15 12:26:18",344,"Henry Billingsley","Nukualofa","Tonga",738,"Rocketeer Mother","Foreign",178,1,2,"Jon Stephens",3.99,"2007-02-15 10:54:44.996577",5
1475,"2005-06-15 21:08:01",344,"Henry Billingsley","Nukualofa","Tonga",398,"Hanover Galaxy","Music",47,1,2,"Jon Stephens",4.99,"2007-02-15 19:36:27.996577",3
1731,"2005-06-16 15:32:12",344,"Henry Billingsley","Nukualofa","Tonga",809,"Slipper Fidelity","Sports",156,1,2,"Jon Stephens",0.99,"2007-02-16 14:00:38.996577",3
1210,"2005-06-15 02:57:51",345,"Carl Artis","San Lorenzo","Paraguay",1,"Academy Dinosaur","Documentary",86,1,2,"Jon Stephens",0.99,"2007-02-15 01:26:17.996577",4
1457,"2005-06-15 20:05:49",345,"Carl Artis","San Lorenzo","Paraguay",159,"Closer Bang","Comedy",58,1,1,"Mike Hillyer",4.99,"2007-02-15 18:34:15.996577",3
1550,"2005-06-16 01:58:35",345,"Carl Artis","San Lorenzo","Paraguay",436,"Hours Rage","New",122,1,1,"Mike Hillyer",0.99,"2007-02-16 00:27:01.996577",2
2766,"2005-06-19 17:45:15",345,"Carl Artis","San Lorenzo","Paraguay",749,"Rules Human","Horror",153,1,2,"Jon Stephens",4.99,"2007-02-19 16:13:41.996577",4
1994,"2005-06-17 11:07:06",346,"Arthur Simpkins","Maikop","Russian Federation",476,"Jason Trap","Family",130,1,2,"Jon Stephens",5.99,"2007-02-17 09:35:32.996577",7
3372,"2005-06-21 13:34:19",346,"Arthur Simpkins","Maikop","Russian Federation",906,"Tramp Others","Comedy",171,1,2,"Jon Stephens",2.99,"2007-02-21 12:02:45.996577",5
3421,"2005-06-21 17:22:58",346,"Arthur Simpkins","Maikop","Russian Federation",857,"Strictly Scarface","Comedy",144,1,1,"Mike Hillyer",2.99,"2007-02-21 15:51:24.996577",3
1711,"2005-06-16 14:11:52",347,"Ryan Salisbury","Daugavpils","Latvia",61,"Beauty Grease","Drama",175,2,1,"Mike Hillyer",8.99,"2007-02-16 12:40:18.996577",8
2274,"2005-06-18 06:31:15",347,"Ryan Salisbury","Daugavpils","Latvia",663,"Patient Sister","Classics",99,2,2,"Jon Stephens",0.99,"2007-02-18 04:59:41.996577",2
3026,"2005-06-20 11:48:00",347,"Ryan Salisbury","Daugavpils","Latvia",878,"Teen Apollo","Travel",74,2,2,"Jon Stephens",4.99,"2007-02-20 10:16:26.996577",1
3092,"2005-06-20 16:04:42",347,"Ryan Salisbury","Daugavpils","Latvia",946,"Virtual Spoilers","Family",144,2,1,"Mike Hillyer",8.99,"2007-02-20 14:33:08.996577",7
3326,"2005-06-21 09:04:50",347,"Ryan Salisbury","Daugavpils","Latvia",229,"Devil Desire","Action",87,2,2,"Jon Stephens",7.99,"2007-02-21 07:33:16.996577",9
1654,"2005-06-16 09:42:48",348,"Roger Quintanilla","Hsichuh","Taiwan",232,"Dirty Ace","Games",147,2,2,"Jon Stephens",2.99,"2007-02-16 08:11:14.996577",4
2041,"2005-06-17 14:19:00",348,"Roger Quintanilla","Hsichuh","Taiwan",170,"Command Darling","Foreign",120,2,2,"Jon Stephens",8.99,"2007-02-17 12:47:26.996577",8
2499,"2005-06-18 23:01:36",348,"Roger Quintanilla","Hsichuh","Taiwan",697,"Primary Glass","Action",53,2,2,"Jon Stephens",0.99,"2007-02-18 21:30:02.996577",1
1197,"2005-06-15 01:42:46",349,"Joe Gilliland","Imus","Philippines",835,"Spy Mile","Games",112,2,1,"Mike Hillyer",2.99,"2007-02-15 00:11:12.996577",4
1523,"2005-06-16 00:18:40",349,"Joe Gilliland","Imus","Philippines",149,"Christmas Moonshine","Children",150,2,2,"Jon Stephens",0.99,"2007-02-15 22:47:06.996577",1
2987,"2005-06-20 08:55:50",349,"Joe Gilliland","Imus","Philippines",334,"Freddy Storm","Horror",65,2,2,"Jon Stephens",6.99,"2007-02-20 07:24:16.996577",8
3067,"2005-06-20 13:59:21",349,"Joe Gilliland","Imus","Philippines",680,"Pinocchio Simon","Comedy",103,2,2,"Jon Stephens",8.99,"2007-02-20 12:27:47.996577",8
2011,"2005-06-17 11:56:09",350,"Juan Fraley","Teboksary","Russian Federation",160,"Club Graffiti","Animation",65,1,2,"Jon Stephens",3.99,"2007-02-17 10:24:35.996577",6
2619,"2005-06-19 08:03:12",350,"Juan Fraley","Teboksary","Russian Federation",402,"Harper Dying","Animation",52,1,2,"Jon Stephens",0.99,"2007-02-19 06:31:38.996577",1
3079,"2005-06-20 15:13:40",350,"Juan Fraley","Teboksary","Russian Federation",462,"Insider Arizona","Music",78,1,1,"Mike Hillyer",2.99,"2007-02-20 13:42:06.996577",0
3206,"2005-06-21 00:39:39",350,"Juan Fraley","Teboksary","Russian Federation",475,"Japanese Run","Horror",135,1,1,"Mike Hillyer",0.99,"2007-02-20 23:08:05.996577",1
1792,"2005-06-16 20:04:50",351,"Jack Foust","Zeleznogorsk","Russian Federation",832,"Splash Gump","Family",175,1,1,"Mike Hillyer",5.99,"2007-02-16 18:33:16.996577",9
1869,"2005-06-17 02:08:00",351,"Jack Foust","Zeleznogorsk","Russian Federation",191,"Crooked Frogmen","Children",143,1,1,"Mike Hillyer",0.99,"2007-02-17 00:36:26.996577",2
2759,"2005-06-19 17:10:24",351,"Jack Foust","Zeleznogorsk","Russian Federation",150,"Cider Desire","Documentary",101,1,2,"Jon Stephens",2.99,"2007-02-19 15:38:50.996577",5
1498,"2005-06-15 21:58:00",352,"Albert Crouse","Bamenda","Cameroon",807,"Sleuth Orient","Games",87,1,1,"Mike Hillyer",0.99,"2007-02-15 20:26:26.996577",1
1649,"2005-06-16 09:20:33",352,"Albert Crouse","Bamenda","Cameroon",86,"Boogie Amelie","Music",121,1,1,"Mike Hillyer",4.99,"2007-02-16 07:48:59.996577",2
1678,"2005-06-16 11:08:28",352,"Albert Crouse","Bamenda","Cameroon",403,"Harry Idaho","Drama",121,1,1,"Mike Hillyer",4.99,"2007-02-16 09:36:54.996577",3
1780,"2005-06-16 19:11:45",352,"Albert Crouse","Bamenda","Cameroon",31,"Apache Divine","Family",92,1,2,"Jon Stephens",4.99,"2007-02-16 17:40:11.996577",2
3331,"2005-06-21 09:37:53",352,"Albert Crouse","Bamenda","Cameroon",640,"Opus Ice","Foreign",102,1,2,"Jon Stephens",4.99,"2007-02-21 08:06:19.996577",4
1359,"2005-06-15 13:30:30",353,"Jonathan Scarborough","Pachuca de Soto","Mexico",690,"Pond Seattle","Animation",185,1,1,"Mike Hillyer",2.99,"2007-02-15 11:58:56.996577",2
1928,"2005-06-17 06:48:31",353,"Jonathan Scarborough","Pachuca de Soto","Mexico",757,"Sagebrush Clueless","Documentary",106,1,1,"Mike Hillyer",7.99,"2007-02-17 05:16:57.996577",9
3233,"2005-06-21 02:39:31",353,"Jonathan Scarborough","Pachuca de Soto","Mexico",774,"Searchers Wait","Comedy",182,1,2,"Jon Stephens",6.99,"2007-02-21 01:07:57.996577",7
1491,"2005-06-15 21:48:18",354,"Justin Ngo","Santo Andr","Brazil",186,"Craft Outfield","Drama",64,2,1,"Mike Hillyer",0.99,"2007-02-15 20:16:44.996577",4
2275,"2005-06-18 06:31:29",354,"Justin Ngo","Santo Andr","Brazil",616,"National Story","Documentary",92,2,2,"Jon Stephens",4.99,"2007-02-18 04:59:55.996577",6
2769,"2005-06-19 17:52:14",354,"Justin Ngo","Santo Andr","Brazil",271,"Easy Gladiator","Action",148,2,2,"Jon Stephens",6.99,"2007-02-19 16:20:40.996577",7
3139,"2005-06-20 19:44:45",354,"Justin Ngo","Santo Andr","Brazil",761,"Santa Paris","Children",154,2,1,"Mike Hillyer",2.99,"2007-02-20 18:13:11.996577",2
1488,"2005-06-15 21:39:54",355,"Terry Grissom","Matsue","Japan",241,"Donnie Alley","Animation",125,2,1,"Mike Hillyer",0.99,"2007-02-15 20:08:20.996577",0
1612,"2005-06-16 06:52:05",355,"Terry Grissom","Matsue","Japan",664,"Patriot Roman","Action",65,2,1,"Mike Hillyer",2.99,"2007-02-16 05:20:31.996577",2
1410,"2005-06-15 16:59:46",356,"Gerald Fultz","Satna","India",176,"Congeniality Quest","Sports",87,2,1,"Mike Hillyer",0.99,"2007-02-15 15:28:12.996577",5
2405,"2005-06-18 16:36:38",356,"Gerald Fultz","Satna","India",788,"Ship Wonderland","Documentary",104,2,1,"Mike Hillyer",2.99,"2007-02-18 15:05:04.996577",3
2433,"2005-06-18 18:10:17",356,"Gerald Fultz","Satna","India",207,"Dangerous Uptown","Foreign",121,2,2,"Jon Stephens",4.99,"2007-02-18 16:38:43.996577",4
1246,"2005-06-15 05:11:19",357,"Keith Rico","Bratislava","Slovakia",95,"Breakfast Goldfinger","New",123,1,1,"Mike Hillyer",5.99,"2007-02-15 03:39:45.996577",5
1788,"2005-06-16 19:47:18",357,"Keith Rico","Bratislava","Slovakia",831,"Spirited Casualties","Sci-Fi",138,1,1,"Mike Hillyer",1.99,"2007-02-16 18:15:44.996577",6
1971,"2005-06-17 09:23:59",357,"Keith Rico","Bratislava","Slovakia",629,"Notorious Reunion","Documentary",128,1,2,"Jon Stephens",1.99,"2007-02-17 07:52:25.996577",8
2153,"2005-06-17 22:58:04",357,"Keith Rico","Bratislava","Slovakia",532,"Loser Hustler","Sports",80,1,2,"Jon Stephens",6.99,"2007-02-17 21:26:30.996577",6
1455,"2005-06-15 19:51:06",358,"Samuel Marlow","Ranchi","India",474,"Jade Bunch","Sports",174,2,2,"Jon Stephens",2.99,"2007-02-15 18:19:32.996577",3
1908,"2005-06-17 05:10:36",358,"Samuel Marlow","Ranchi","India",89,"Borrowers Bedazzled","Animation",63,2,1,"Mike Hillyer",0.99,"2007-02-17 03:39:02.996577",1
2114,"2005-06-17 20:00:25",358,"Samuel Marlow","Ranchi","India",774,"Searchers Wait","Comedy",182,2,1,"Mike Hillyer",5.99,"2007-02-17 18:28:51.996577",5
2721,"2005-06-19 14:53:24",358,"Samuel Marlow","Ranchi","India",829,"Spinal Rocky","Family",138,2,2,"Jon Stephens",2.99,"2007-02-19 13:21:50.996577",2
2749,"2005-06-19 16:27:35",358,"Samuel Marlow","Ranchi","India",337,"Frida Slipper","Foreign",73,2,2,"Jon Stephens",2.99,"2007-02-19 14:56:01.996577",6
3245,"2005-06-21 03:06:11",358,"Samuel Marlow","Ranchi","India",447,"Ice Crossing","Games",131,2,2,"Jon Stephens",2.99,"2007-02-21 01:34:37.996577",4
1329,"2005-06-15 11:25:06",359,"Willie Markham","Almirante Brown","Argentina",255,"Driving Polish","Music",175,2,2,"Jon Stephens",4.99,"2007-02-15 09:53:32.996577",2
1770,"2005-06-16 18:07:55",359,"Willie Markham","Almirante Brown","Argentina",367,"Goldmine Tycoon","Sci-Fi",153,2,2,"Jon Stephens",1.99,"2007-02-16 16:36:21.996577",7
2401,"2005-06-18 16:22:03",359,"Willie Markham","Almirante Brown","Argentina",17,"Alone Trip","Music",82,2,2,"Jon Stephens",0.99,"2007-02-18 14:50:29.996577",0
2736,"2005-06-19 15:43:20",359,"Willie Markham","Almirante Brown","Argentina",985,"Wonderland Christmas","Sci-Fi",111,2,1,"Mike Hillyer",4.99,"2007-02-19 14:11:46.996577",1
1492,"2005-06-15 21:48:35",360,"Ralph Madrigal","Arecibo","Puerto Rico",901,"Tracy Cider","Animation",142,2,1,"Mike Hillyer",0.99,"2007-02-15 20:17:01.996577",1
2402,"2005-06-18 16:24:45",360,"Ralph Madrigal","Arecibo","Puerto Rico",621,"Network Peak","Family",75,2,1,"Mike Hillyer",6.99,"2007-02-18 14:53:11.996577",8
2541,"2005-06-19 02:08:10",360,"Ralph Madrigal","Arecibo","Puerto Rico",25,"Angels Life","New",74,2,1,"Mike Hillyer",3.99,"2007-02-19 00:36:36.996577",4
2780,"2005-06-19 18:19:33",360,"Ralph Madrigal","Arecibo","Puerto Rico",330,"Forrester Comancheros","Animation",112,2,1,"Mike Hillyer",6.99,"2007-02-19 16:47:59.996577",9
2353,"2005-06-18 12:53:25",361,"Lawrence Lawton","Yaound","Cameroon",708,"Quills Bull","Documentary",112,2,1,"Mike Hillyer",4.99,"2007-02-18 11:21:51.996577",1
2558,"2005-06-19 03:09:16",361,"Lawrence Lawton","Yaound","Cameroon",641,"Orange Grapes","Foreign",76,2,1,"Mike Hillyer",1.99,"2007-02-19 01:37:42.996577",5
2851,"2005-06-19 23:07:03",361,"Lawrence Lawton","Yaound","Cameroon",468,"Invasion Cyclone","Children",97,2,1,"Mike Hillyer",2.99,"2007-02-19 21:35:29.996577",2
3303,"2005-06-21 07:34:14",361,"Lawrence Lawton","Yaound","Cameroon",344,"Fury Murder","Children",178,2,2,"Jon Stephens",2.99,"2007-02-21 06:02:40.996577",5
1429,"2005-06-15 18:24:10",362,"Nicholas Barfield","Belm","Brazil",895,"Tomorrow Hustler","Classics",142,1,1,"Mike Hillyer",2.99,"2007-02-15 16:52:36.996577",2
1529,"2005-06-16 00:37:35",362,"Nicholas Barfield","Belm","Brazil",368,"Gone Trouble","Drama",84,1,2,"Jon Stephens",2.99,"2007-02-15 23:06:01.996577",6
1615,"2005-06-16 07:00:28",362,"Nicholas Barfield","Belm","Brazil",850,"Story Side","Action",163,1,1,"Mike Hillyer",2.99,"2007-02-16 05:28:54.996577",9
3197,"2005-06-21 00:07:23",362,"Nicholas Barfield","Belm","Brazil",393,"Halloween Nuts","Documentary",47,1,2,"Jon Stephens",2.99,"2007-02-20 22:35:49.996577",2
3393,"2005-06-21 15:14:27",362,"Nicholas Barfield","Belm","Brazil",356,"Giant Troopers","Children",102,1,2,"Jon Stephens",2.99,"2007-02-21 13:42:53.996577",4
1426,"2005-06-15 18:16:24",363,"Roy Whiting","Nyeri","Kenya",964,"Waterfront Deliverance","Action",61,2,2,"Jon Stephens",4.99,"2007-02-15 16:44:50.996577",3
1569,"2005-06-16 03:19:09",363,"Roy Whiting","Nyeri","Kenya",856,"Streetcar Intentions","Horror",73,2,2,"Jon Stephens",4.99,"2007-02-16 01:47:35.996577",2
1847,"2005-06-17 00:05:22",363,"Roy Whiting","Nyeri","Kenya",265,"Dying Maker","Comedy",168,2,1,"Mike Hillyer",4.99,"2007-02-16 22:33:48.996577",3
2540,"2005-06-19 02:04:48",363,"Roy Whiting","Nyeri","Kenya",938,"Velvet Terminator","Comedy",173,2,2,"Jon Stephens",4.99,"2007-02-19 00:33:14.996577",1
3281,"2005-06-21 06:08:47",363,"Roy Whiting","Nyeri","Kenya",872,"Sweet Brotherhood","Travel",185,2,1,"Mike Hillyer",2.99,"2007-02-21 04:37:13.996577",3
1722,"2005-06-16 15:12:52",364,"Benjamin Varney","Guadalajara","Mexico",463,"Instinct Airport","Sports",116,1,2,"Jon Stephens",2.99,"2007-02-16 13:41:18.996577",2
2442,"2005-06-18 18:49:18",364,"Benjamin Varney","Guadalajara","Mexico",880,"Telemark Heartbreakers","Animation",152,1,1,"Mike Hillyer",2.99,"2007-02-18 17:17:44.996577",3
2606,"2005-06-19 06:51:32",364,"Benjamin Varney","Guadalajara","Mexico",898,"Tourist Pelican","Sports",152,1,2,"Jon Stephens",4.99,"2007-02-19 05:19:58.996577",1
2857,"2005-06-19 23:15:15",364,"Benjamin Varney","Guadalajara","Mexico",633,"October Submarine","Classics",54,1,2,"Jon Stephens",4.99,"2007-02-19 21:43:41.996577",5
2962,"2005-06-20 07:31:55",364,"Benjamin Varney","Guadalajara","Mexico",652,"Pajama Jawbreaker","Classics",126,1,1,"Mike Hillyer",3.99,"2007-02-20 06:00:21.996577",5
1303,"2005-06-15 09:55:57",365,"Bruce Schwarz","Okinawa","Japan",436,"Hours Rage","New",122,2,2,"Jon Stephens",1.99,"2007-02-15 08:24:23.996577",5
1578,"2005-06-16 04:08:16",365,"Bruce Schwarz","Okinawa","Japan",745,"Roses Treasure","Sports",162,2,1,"Mike Hillyer",6.99,"2007-02-16 02:36:42.996577",7
1983,"2005-06-17 10:22:13",365,"Bruce Schwarz","Okinawa","Japan",426,"Home Pity","Music",185,2,1,"Mike Hillyer",4.99,"2007-02-17 08:50:39.996577",6
2525,"2005-06-19 00:48:22",365,"Bruce Schwarz","Okinawa","Japan",288,"Escape Metropolis","Travel",167,2,2,"Jon Stephens",2.99,"2007-02-18 23:16:48.996577",5
3156,"2005-06-20 21:03:46",365,"Bruce Schwarz","Okinawa","Japan",479,"Jedi Beneath","Family",128,2,2,"Jon Stephens",0.99,"2007-02-20 19:32:12.996577",1
1401,"2005-06-15 16:30:22",366,"Brandon Huey","Balikesir","Turkey",890,"Tights Dawn","Sports",172,1,2,"Jon Stephens",1.99,"2007-02-15 14:58:48.996577",5
2214,"2005-06-18 02:44:37",366,"Brandon Huey","Balikesir","Turkey",531,"Lose Inch","Foreign",137,1,2,"Jon Stephens",0.99,"2007-02-18 01:13:03.996577",0
3078,"2005-06-20 15:09:48",367,"Adam Gooch","Adoni","India",795,"Siege Madre","Family",111,1,1,"Mike Hillyer",0.99,"2007-02-20 13:38:14.996577",4
1186,"2005-06-15 00:56:45",368,"Harry Arce","Najafabad","Iran",341,"Frost Head","Classics",82,1,1,"Mike Hillyer",0.99,"2007-02-14 23:25:11.996577",1
1513,"2005-06-15 22:53:30",368,"Harry Arce","Najafabad","Iran",260,"Dude Blindness","Sports",132,1,1,"Mike Hillyer",9.99,"2007-02-15 21:21:56.996577",7
2531,"2005-06-19 01:20:49",368,"Harry Arce","Najafabad","Iran",167,"Coma Head","Travel",109,1,2,"Jon Stephens",4.99,"2007-02-18 23:49:15.996577",3
2694,"2005-06-19 13:17:21",368,"Harry Arce","Najafabad","Iran",84,"Boiled Dares","Travel",102,1,1,"Mike Hillyer",4.99,"2007-02-19 11:45:47.996577",5
2744,"2005-06-19 16:20:40",368,"Harry Arce","Najafabad","Iran",985,"Wonderland Christmas","Sci-Fi",111,1,2,"Jon Stephens",4.99,"2007-02-19 14:49:06.996577",2
3275,"2005-06-21 05:33:04",368,"Harry Arce","Najafabad","Iran",504,"Kwai Homeward","Drama",46,1,2,"Jon Stephens",4.99,"2007-02-21 04:01:30.996577",8
1224,"2005-06-15 03:44:25",369,"Fred Wheat","Jurez","Mexico",345,"Gables Metropolis","Family",161,2,2,"Jon Stephens",0.99,"2007-02-15 02:12:51.996577",2
1190,"2005-06-15 01:05:32",370,"Wayne Truong","Gulbarga","India",563,"Massacre Usual","Games",165,2,2,"Jon Stephens",6.99,"2007-02-14 23:33:58.996577",8
1212,"2005-06-15 03:03:33",371,"Billy Poulin","Cabuyao","Philippines",789,"Shock Cabin","Foreign",79,1,1,"Mike Hillyer",2.99,"2007-02-15 01:31:59.996577",2
1218,"2005-06-15 03:24:44",371,"Billy Poulin","Cabuyao","Philippines",54,"Banger Pinocchio","Music",113,1,2,"Jon Stephens",1.99,"2007-02-15 01:53:10.996577",6
1573,"2005-06-16 03:31:39",371,"Billy Poulin","Cabuyao","Philippines",990,"World Leathernecks","Horror",171,1,1,"Mike Hillyer",6.99,"2007-02-16 02:00:05.996577",9
1675,"2005-06-16 11:04:47",371,"Billy Poulin","Cabuyao","Philippines",668,"Peak Forever","Sports",80,1,2,"Jon Stephens",5.99,"2007-02-16 09:33:13.996577",7
2837,"2005-06-19 22:03:50",371,"Billy Poulin","Cabuyao","Philippines",91,"Bound Cheaper","Classics",98,1,1,"Mike Hillyer",0.99,"2007-02-19 20:32:16.996577",0
3176,"2005-06-20 22:31:54",371,"Billy Poulin","Cabuyao","Philippines",432,"Hope Tootsie","Classics",139,1,1,"Mike Hillyer",3.99,"2007-02-20 21:00:20.996577",4
3396,"2005-06-21 15:23:08",371,"Billy Poulin","Cabuyao","Philippines",602,"Mourning Purple","Sci-Fi",146,1,1,"Mike Hillyer",0.99,"2007-02-21 13:51:34.996577",1
2315,"2005-06-18 09:03:39",372,"Steve Mackenzie","Probolinggo","Indonesia",608,"Murder Antitrust","Children",166,2,1,"Mike Hillyer",2.99,"2007-02-18 07:32:05.996577",4
2959,"2005-06-20 07:07:54",372,"Steve Mackenzie","Probolinggo","Indonesia",911,"Trip Newton","Action",64,2,1,"Mike Hillyer",4.99,"2007-02-20 05:36:20.996577",6
3283,"2005-06-21 06:19:07",372,"Steve Mackenzie","Probolinggo","Indonesia",869,"Suspects Quills","Action",47,2,2,"Jon Stephens",3.99,"2007-02-21 04:47:33.996577",5
1472,"2005-06-15 20:54:55",373,"Louis Leone","Tanauan","Philippines",920,"Unbreakable Karate","New",62,1,2,"Jon Stephens",6.99,"2007-02-15 19:23:21.996577",9
3161,"2005-06-20 21:21:01",373,"Louis Leone","Tanauan","Philippines",293,"Exorcist Sting","Sports",167,1,2,"Jon Stephens",2.99,"2007-02-20 19:49:27.996577",0
1548,"2005-06-16 01:43:33",374,"Jeremy Hurtado","Vitria de Santo Anto","Brazil",454,"Impact Aladdin","Music",180,2,2,"Jon Stephens",1.99,"2007-02-16 00:11:59.996577",7
2046,"2005-06-17 14:39:50",374,"Jeremy Hurtado","Vitria de Santo Anto","Brazil",191,"Crooked Frogmen","Children",143,2,1,"Mike Hillyer",1.99,"2007-02-17 13:08:16.996577",7
2487,"2005-06-18 21:32:54",374,"Jeremy Hurtado","Vitria de Santo Anto","Brazil",805,"Sleepless Monsoon","Animation",64,2,2,"Jon Stephens",4.99,"2007-02-18 20:01:20.996577",4
2641,"2005-06-19 09:38:33",374,"Jeremy Hurtado","Vitria de Santo Anto","Brazil",51,"Balloon Homeward","Music",75,2,1,"Mike Hillyer",2.99,"2007-02-19 08:06:59.996577",3
1404,"2005-06-15 16:38:53",375,"Aaron Selby","Mwene-Ditu","Congo, The Democratic Republic of the",609,"Muscle Bright","Travel",185,2,1,"Mike Hillyer",2.99,"2007-02-15 15:07:19.996577",1
1499,"2005-06-15 21:58:07",375,"Aaron Selby","Mwene-Ditu","Congo, The Democratic Republic of the",35,"Arachnophobia Rollercoaster","Horror",147,2,2,"Jon Stephens",5.99,"2007-02-15 20:26:33.996577",6
2236,"2005-06-18 04:12:33",375,"Aaron Selby","Mwene-Ditu","Congo, The Democratic Republic of the",871,"Sweden Shining","Comedy",176,2,1,"Mike Hillyer",4.99,"2007-02-18 02:40:59.996577",4
1208,"2005-06-15 02:30:03",376,"Randy Gaither","Kurgan","Russian Federation",164,"Coast Rainbow","Documentary",55,1,1,"Mike Hillyer",0.99,"2007-02-15 00:58:29.996577",2
2779,"2005-06-19 18:19:07",376,"Randy Gaither","Kurgan","Russian Federation",228,"Detective Vision","Classics",143,1,2,"Jon Stephens",0.99,"2007-02-19 16:47:33.996577",4
2556,"2005-06-19 03:07:32",377,"Howard Fortner","Kermanshah","Iran",25,"Angels Life","New",74,1,1,"Mike Hillyer",3.99,"2007-02-19 01:35:58.996577",4
3080,"2005-06-20 15:22:32",377,"Howard Fortner","Kermanshah","Iran",23,"Anaconda Confessions","Animation",92,1,1,"Mike Hillyer",1.99,"2007-02-20 13:50:58.996577",3
3086,"2005-06-20 15:42:40",377,"Howard Fortner","Kermanshah","Iran",970,"Westward Seabiscuit","Classics",52,1,1,"Mike Hillyer",0.99,"2007-02-20 14:11:06.996577",5
3136,"2005-06-20 19:39:08",377,"Howard Fortner","Kermanshah","Iran",735,"Robbers Joon","Children",102,1,2,"Jon Stephens",2.99,"2007-02-20 18:07:34.996577",2
3443,"2005-06-21 20:19:00",377,"Howard Fortner","Kermanshah","Iran",358,"Gilmore Boiled","Classics",163,1,1,"Mike Hillyer",4.99,"2007-02-21 18:47:26.996577",8
1623,"2005-06-16 07:48:50",378,"Eugene Culpepper","Shenzhen","China",980,"Wizard Coldblooded","Music",75,1,2,"Jon Stephens",4.99,"2007-02-16 06:17:16.996577",0
1662,"2005-06-16 10:13:35",378,"Eugene Culpepper","Shenzhen","China",776,"Secret Groundhog","Documentary",90,1,1,"Mike Hillyer",5.99,"2007-02-16 08:42:01.996577",7
2134,"2005-06-17 21:13:44",378,"Eugene Culpepper","Shenzhen","China",370,"Gorgeous Bingo","Children",108,1,2,"Jon Stephens",7.99,"2007-02-17 19:42:10.996577",8
2713,"2005-06-19 14:23:09",378,"Eugene Culpepper","Shenzhen","China",867,"Super Wyoming","Family",58,1,1,"Mike Hillyer",4.99,"2007-02-19 12:51:35.996577",1
1383,"2005-06-15 15:20:06",379,"Carlos Coughlin","Bhavnagar","India",284,"Enemy Odds","Music",77,1,2,"Jon Stephens",8.99,"2007-02-15 13:48:32.996577",9
2313,"2005-06-18 08:56:45",379,"Carlos Coughlin","Bhavnagar","India",689,"Pollock Deliverance","Foreign",137,1,2,"Jon Stephens",5.99,"2007-02-18 07:25:11.996577",8
